Word,Acutal
اللهم,Allah
إني,O
أعوذ,O
بك,O
من,O
الجبن,O
وأعوذ,O
بك,O
أن,O
أرد,O
إلى,O
أرذل,O
العمر,O
وأعوذ,O
بك,O
من,O
فتنة,O
الدنيا,O
وأعوذ,O
بك,O
من,O
عذاب,O
القبر,O
فحدثت,O
به,O
مصعبا,Pers
فصدقه,O
تعليق,O
مصطفى,Pers
البغا,Pers
2667,Number
3,Number
1038,Number
ش,O
سعد,Pers
هو,O
ابن,Pers
أبي,Pers
وقاص,Pers
رضي,O
الله,Allah
عنه,O
الكلمات,O
الجمل,O
التي,O
سيذكرها,O
عن,O
رسول,Prophet
الله,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
الغلمان,O
جمع,O
غلام,O
وهو,O
من,O
كان,O
عمره,O
تسع,Number
سنوات,O
فما,O
دون,O
منهن,O
أي,O
من,O
الأشياء,O
المذكورة,O
في,O
هذه,O
الكلمات,O
دبر,O
عقب,O
أرد,O
أعود,O
أرذل,O
العمر,O
حالة,O
الهرم,O
والضعف,O
عن,O
أداء,O
الفرائض,O
وخدمة,O
النفس,O
وهو,O
الخرف,O
فتنة,O
الدنيا,O
هي,O
أن,O
يستبدل,O
ثواب,O
الآخرة,O
بما,O
يتعجله,O
في,O
الدنيا,O
من,O
جاه,O
أو,O
مال,O
فحدثت,O
به,O
مصعبا,Pers
قائل,O
هذا,O
عبد,Pers
الملك,Pers
بن,Pers
عمير,Pers
ومصعب,Pers
هو,O
ابن,Pers
سعد,Pers
بن,Pers
أبي,Pers
وقاص,Pers
رضي,O
الله,Allah
عنه,O
فصدقه,O
أخبر,O
أنه,O
صدق,O
ووافق,O
عليه,O
6004,Number
6009,Number
6013,Number
6027,Number
2823,Number
حدثنا,O
مسدد,Pers
حدثنا,O
معتمر,Pers
قال,O
سمعت,O
أبي,O
قال,O
سمعت,O
أنس,Pers
بن,Pers
مالك,Pers
رضي,O
الله,Allah
عنه,O
قال,O
كان,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
يقول,O
اللهم,Allah
إني,O
أعوذ,O
بك,O
من,O
العجز,O
والكسل,O
والجبن,O
والهرم,O
وأعوذ,O
بك,O
من,O
فتنة,O
المحيا,O
والممات,O
وأعوذ,O
بك,O
من,O
عذاب,O
القبر,O
تعليق,O
مصطفى,Pers
البغا,Pers
2668,Number
3,Number
1039,Number
ش,O
أخرجه,O
مسلم,Pers
في,O
الفقه,O
القاري,O
القدر,O
باب,O
التعوذ,O
من,O
العجز,O
والكسل,O
وغيره,O
رقم,O
2706,Number
الهرم,O
كبر,O
السن,O
الذي,O
يؤدي,O
إلى,O
ضعف,O
القوى,O
والأعضاء,O
فتنة,O
المحيا,O
والممات,O
الاشتغال,O
بزخرف,O
الدنيا,O
عن,O
الآخرة,O
وفتنة,O
الممات,O
سوء,O
الخاتمة,O
عند,O
الموت,O
4430,Number
6006,Number
6008,Number
6010,Number
باب,O
من,O
حدث,O
بمشاهده,O
في,O
الحرب,O
قاله,O
أبو,Pers
عثمان,Pers
عن,O
سعد,Pers
2824,Number
حدثنا,O
قتيبة,Pers
بن,Pers
سعيد,Pers
حدثنا,O
حاتم,Pers
عن,O
محمد,Pers
بن,Pers
يوسف,Pers
عن,O
السائب,Pers
بن,Pers
يزيد,Pers
قال,O
صحبت,O
طلحة,Pers
بن,Pers
عبيد,Pers
الله,Pers
وسعدا,Pers
والمقداد,Pers
بن,Pers
الأسود,Pers
وعبد,Pers
الرحمن,Pers
بن,Pers
عوف,Pers
رضي,O
الله,Allah
عنهم,O
فما,O
سمعت,O
أحدا,O
منهم,O
يحدث,O
عن,O
رسول,Prophet
الله,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
إلا,O
أني,O
سمعت,O
طلحة,Pers
يحدث,O
عن,O
يوم,Date
أحد,Date
تعليق,O
مصطفى,Pers
البغا,Pers
2669,Number
3,Number
1039,Number
ش,O
أحدا,O
منهم,O
أي,O
من,O
هؤلاء,O
الصحابة,O
المذكورين,O
والمراد,O
أنهم,O
يقللون,O
التحديث,O
عن,O
رسول,Prophet
الله,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
خشية,O
الزيادة,O
أوالنقصان,O
يحدث,O
عن,O
يوم,Date
أحد,Date
عن,O
مشاهده,O
يوم,O
غزوة,O
أحد,Loc
ليقتدي,O
الناس,O
بثباته,O
وفدائه,O
لرسول,Prophet
الله,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
3835,Number
باب,O
وجوب,O
النفير,O
وما,O
يجب,O
من,O
الجهاد,O
والنية,O
وقول,O
الله,Allah
عز,O
وجل,O
انفروا,O
خفافا,O
وثقالا,O
وجاهدوا,O
بأموالكم,O
وأنفسكم,O
في,O
سبيل,O
الله,Allah
ذلكم,O
خير,O
لكم,O
إن,O
كنتم,O
تعلمون,O
لو,O
كان,O
عرضا,O
قريبا,O
وسفرا,O
قاصدا,O
لاتبعوك,O
ولكن,O
بعدت,O
عليهم,O
الشقة,O
وسيحلفون,O
بالله,Allah
التوبة,O
42,Number
الآية,O
وقوله,O
يا,O
أيها,O
الذين,O
آمنوا,O
ما,O
لكم,O
إذا,O
قيل,O
لكم,O
انفروا,O
في,O
سبيل,O
الله,Allah
اثاقلتم,O
إلى,O
الأرض,O
أرضيتم,O
بالحياة,O
الدنيا,O
من,O
الآخرة,O
التوبة,O
38,Number
إلى,O
قوله,O
على,O
كل,O
شيء,O
قدير,O
البقرة,O
20,Number
يذكر,O
عن,O
ابن,Pers
عباس,Pers
انفروا,O
ثبات,O
سرايا,O
متفرقين,O
يقال,O
أحد,O
الثبات,O
ثبة,O
تعليق,O
مصطفى,Pers
البغا,Pers
ش,O
انفروا,O
اجرجوا,O
للجهاد,O
إذا,O
دعيتم,O
خفافا,O
وثقالا,O
أغنياء,O
وفقراء,O
وقيل,O
غير,O
ذلك,O
والمعنى,O
اخرجوا,O
في,O
جميع,O
الأحوال,O
حسب,O
طاقتكم,O
وغاية,O
جهدكم,O
عرضا,O
غنيمة,O
ونحوها,O
قاصدا,O
سهلا,O
قريبا,O
ومتوسطا,O
الشقة,O
السفر,O
وطول,O
المسافة,O
الآية,O
وتتمتها,O
لو,O
استطعنا,O
لخرجنا,O
معكم,O
يهلكون,O
أنفسهم,O
والله,Allah
يعلم,O
أنهم,O
لكاذبون,O
يهلكون,O
أنفسهم,O
يوقعونها,O
في,O
الهلاك,O
بحلفهم,O
الكاذب,O
أثاقلتم,O
تباطأتم,O
وتكاسلتم,O
وملتم,O
إلى,O
المقام,O
وترك,O
الجهاد,O
من,O
الآخرة,O
بدل,O
الآخرة,O
إلى,O
قوله,O
وتتمتها,O
فما,O
متاع,O
الحياة,O
الدنيا,O
في,O
الآخرة,O
إلا,O
قليل,O
إلا,O
تنفروا,O
يعذبكم,O
عذابا,O
أليما,O
ويستبدل,O
قوما,O
غيركم,O
ولا,O
تضروه,O
شيئا,O
يستبدل,O
قوما,O
غيركم,O
ينصرون,O
نبيه,O
ويقيمون,O
دينه,O
ويصونون,O
شريعته,O
ثبات,O
جمع,O
ثبة,O
وهي,O
الجماعة,O
2825,Number
حدثنا,O
عمرو,Pers
بن,Pers
علي,Pers
حدثنا,O
يحيى,Pers
بن,Pers
سعيد,Pers
حدثنا,O
سفيان,Pers
قال,O
حدثني,O
منصور,Pers
عن,O
مجاهد,Pers
عن,O
طاوس,Pers
عن,O
ابن,Pers
عباس,Pers
رضي,O
الله,Allah
عنهما,O
أن,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
قال,O
يوم,Date
الفتح,Date
لا,O
هجرة,O
بعد,O
الفتح,O
ولكن,O
جهاد,O
ونية,O
وإذا,O
استنفرتم,O
فانفروا,O
تعليق,O
مصطفى,Pers
البغا,Pers
2670,Number
3,Number
1040,Number
ر,O
1510,Number
باب,O
الكافر,O
يقتل,O
المسلم,O
ثم,O
يسلم,O
فيسدد,O
بعد,O
ويقتل,O
2826,Number
حدثنا,O
عبد,Pers
الله,Pers
بن,Pers
يوسف,Pers
أخبرنا,O
مالك,Pers
عن,O
أبي,Pers
الزناد,Pers
عن,O
الأعرج,Pers
عن,O
أبي,Pers
هريرة,Pers
رضي,O
الله,Allah
عنه,O
أن,O
رسول,Prophet
الله,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
قال,O
يضحك,O
الله,Allah
إلى,O
رجلين,O
يقتل,O
أحدهما,O
الآخر,O
يدخلان,O
الجنة,Para
يقاتل,O
هذا,O
في,O
سبيل,O
الله,Allah
فيقتل,O
ثم,O
يتوب,O
الله,Allah
على,O
القاتل,O
فيستشهد,O
تعليق,O
مصطفى,Pers
البغا,Pers
2671,Number
3,Number
1040,Number
ش,O
أخرجه,O
مسلم,Pers
في,O
القدر,O
باب,O
بيان,O
الرجلين,O
يقتل,O
أحدهما,O
الآخر,O
يدخلان,O
الجنة,Para
رقم,O
1890,Number
يضحك,O
الله,Allah
كناية,O
عن,O
الرضا,O
والقبول,O
وإجزال,O
العطاء,O
وهو,O
مثل,O
ضربه,O
لهذا,O
الصنيع,O
الذي,O
هو,O
مكان,O
التعجب,O
عند,O
البشر,O
أو,O
هو,O
ضحك,O
يليق,O
به,O
سبحانه,O
وتعالى,O
وليس,O
كضحك,O
البشر,O
يتوب,O
الله,Allah
على,O
القاتل,O
بدخوله,O
في,O
الإسلام,Rlig
2827,Number
حدثنا,O
الحميدي,Pers
حدثنا,O
سفيان,Pers
حدثنا,O
الزهري,Pers
قال,O
أخبرني,O
عنبسة,Pers
بن,Pers
سعيد,Pers
عن,O
أبي,Pers
هريرة,Pers
رضي,O
الله,Allah
عنه,O
قال,O
أتيت,O
رسول,Prophet
الله,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
وهو,O
بخيبر,Loc
بعد,O
ما,O
افتتحوها,O
فقلت,O
يا,O
رسول,Prophet
الله,Prophet
أسهم,O
لي,O
فقال,O
بعض,O
بني,Clan
سعيد,Clan
بن,Clan
العاص,Clan
لا,O
تسهم,O
له,O
يا,O
رسول,Prophet
الله,Prophet
فقال,O
أبو,Pers
هريرة,Pers
هذا,O
قاتل,O
ابن,Pers
قوقل,Pers
فقال,O
ابن,Pers
سعيد,Pers
بن,Pers
العاص,Pers
واعجبا,O
لوبر,O
تدلى,O
علينا,O
من,O
قدوم,O
ضأن,NatOb
ينعى,O
علي,O
قتل,O
رجل,O
مسلم,O
أكرمه,O
الله,Allah
على,O
يدي,O
ولم,O
يهني,O
على,O
يديه,O
قال,O
فلا,O
أدري,O
أسهم,O
له,O
أم,O
لم,O
يسهم,O
له,O
قال,O
سفيان,Pers
وحدثنيه,O
السعيدي,Pers
عن,O
جده,O
عن,O
أبي,Pers
هريرة,Pers
قال,O
أبو,Pers
عبد,Pers
الله,Pers
السعيدي,Pers
هو,O
عمرو,Pers
بن,Pers
يحيى,Pers
بن,Pers
سعيد,Pers
بن,Pers
عمرو,Pers
بن,Pers
سعيد,Pers
بن,Pers
العاص,Pers
تعليق,O
مصطفى,Pers
البغا,Pers
2672,Number
3,Number
1040,Number
ش,O
أسهم,O
لي,O
اجعل,O
لي,O
نصيبا,O
في,O
جملة,O
المفتتحين,O
بعض,O
بني,Clan
سعيد,Clan
هو,O
أبان,Pers
بن,Pers
سعيد,Pers
ابن,Pers
قوقل,Pers
هو,O
النعمان,Pers
بن,Pers
مالك,Pers
بن,Pers
ثعلبة,Pers
ولقب,O
ثعلبة,Pers
قوقل,Pers
لوبر,O
دويبة,O
غبراء,O
على,O
قدر,O
السنور,O
من,O
دواب,O
الجبال,O
وقال,O
ذلك,O
له,O
احتقارا,O
وتصغيرا,O
لشأنه,O
تدلى,O
علينا,O
انحدر,O
ونزل,O
من,O
مكان,O
عال,O
قدوم,O
الضأن,NatOb
القادمين,O
منها,O
وضأن,O
اسم,O
موضع,O
ينعى,O
علي,O
يعيب,O
علي,O
قتل,O
رجل,O
أني,O
قتلت,O
رجلا,O
أكرمه,O
الله,Allah
على,O
يدي,O
صار,O
شهيدا,O
بواسطتي,O
لأني,O
لم,O
أكن,O
مسلما,O
حينئذ,O
قال,O
سفيان,Pers
هو,O
ابن,Pers
عيينة,Pers
أو,O
غيره,O
من,O
الرواة,O
3996,Number
3997,Number
باب,O
من,O
اختار,O
الغزو,O
على,O
الصوم,O
2828,Number
حدثنا,O
آدم,Pers
حدثنا,O
شعبة,Pers
حدثنا,O
ثابت,Pers
البناني,Pers
قال,O
سمعت,O
أنس,Pers
بن,Pers
مالك,Pers
رضي,O
الله,Allah
عنه,O
قال,O
كان,O
أبو,Pers
طلحة,Pers
لا,O
يصوم,O
على,O
عهد,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
من,O
أجل,O
الغزو,O
فلما,O
قبض,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
لم,O
أره,O
مفطرا,O
إلا,O
يوم,O
فطر,O
أو,O
أضحى,O
تعليق,O
مصطفى,Pers
البغا,Pers
2673,Number
3,Number
1041,Number
ش,O
لا,O
يصوم,O
تطوعا,O
ليقوى,O
على,O
الجهاد,O
وقد,O
كان,O
فارس,O
رسول,Prophet
الله,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
ورضي,O
الله,Allah
عنه,O
باب,O
الشهادة,O
سبع,Number
سوى,O
القتل,O
2829,Number
حدثنا,O
عبد,Pers
الله,Pers
بن,Pers
يوسف,Pers
أخبرنا,O
مالك,Pers
عن,O
سمي,Pers
عن,O
أبي,Pers
صالح,Pers
عن,O
أبي,Pers
هريرة,Pers
رضي,O
الله,Allah
عنه,O
أن,O
رسول,Prophet
الله,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
قال,O
الشهداء,O
خمسة,Number
المطعون,O
والمبطون,O
والغرق,O
وصاحب,O
الهدم,O
والشهيد,O
في,O
سبيل,O
الله,Allah
تعليق,O
مصطفى,Pers
البغا,Pers
2674,Number
3,Number
1041,Number
ش,O
المطعون,O
الذي,O
مات,O
بالطاعون,O
أو,O
غيره,O
من,O
الأوبئة,O
المبطون,O
الذي,O
مات,O
بسبب,O
علة,O
في,O
بطنه,O
الغرق,O
الذي,O
غلبه,O
الماء,O
فمات,O
صاحب,O
الهدم,O
الذي,O
انهدم,O
عليه,O
بناء,O
فمات,O
ر,O
624,Number
2830,Number
حدثنا,O
بشر,Pers
بن,Pers
محمد,Pers
أخبرنا,O
عبد,Pers
الله,Pers
أخبرنا,O
عاصم,Pers
عن,O
حفصة,Pers
بنت,Pers
سيرين,Pers
عن,O
أنس,Pers
بن,Pers
مالك,Pers
رضي,O
الله,Allah
عنه,O
عن,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
قال,O
الطاعون,O
شهادة,O
لكل,O
مسلم,Pers
تعليق,O
مصطفى,Pers
البغا,Pers
2675,Number
3,Number
1041,Number
ش,O
أخرجه,O
مسلم,Pers
في,O
القدر,O
باب,O
بيان,O
الشهداء,O
رقم,O
1916,Number
5400,Number
باب,O
قول,O
الله,Allah
تعالى,O
لا,O
يستوي,O
القاعدون,O
من,O
المؤمنين,O
غير,O
أولي,O
الضرر,O
والمجاهدون,O
في,O
سبيل,O
الله,Allah
بأموالهم,O
وأنفسهم,O
فضل,O
الله,Allah
المجاهدين,O
بأموالهم,O
وأنفسهم,O
على,O
القاعدين,O
درجة,O
وكلا,O
وعد,O
الله,Allah
الحسنى,O
وفضل,O
الله,Allah
المجاهدين,O
على,O
القاعدين,O
النساء,O
95,Number
إلى,O
قوله,O
غفورا,O
رحيما,O
النساء,O
23,Number
تعليق,O
مصطفى,Pers
البغا,Pers
ش,O
إلى,O
قوله,O
وتتمتها,O
أجرا,O
عظيما,O
درجات,O
منه,O
ومغفرة,O
ورحمة,O
وكان,O
الله,Allah
غفورا,O
رحيما,O
القاعدون,O
عن,O
الجهاد,O
أولي,O
الضرر,O
أصحاب,O
الضرر,O
من,O
عمى,O
أو,O
مرض,O
مزمن,O
أو,O
غيره,O
درجة,O
منزلة,O
الحسنى,O
المثوبة,O
الحسنى,O
وهي,O
الجنة,Para
2831,Number
حدثنا,O
أبو,Pers
الوليد,Pers
حدثنا,O
شعبة,Pers
عن,O
أبي,Pers
إسحاق,Pers
قال,O
سمعت,O
البراء,Pers
رضي,O
الله,Allah
عنه,O
يقول,O
لما,O
نزلت,O
لا,O
يستوي,O
القاعدون,O
النساء,O
95,Number
من,O
المؤمنين,O
دعا,O
رسول,Prophet
الله,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
زيدا,Pers
فجاء,O
بكتف,O
فكتبها,O
وشكا,O
ابن,Pers
أم,Pers
ص,O
25,Number
مكتوم,Pers
ضرارته,O
فنزلت,O
لا,O
يستوي,O
القاعدون,O
من,O
المؤمنين,O
غير,O
أولي,O
الضرر,O
النساء,O
95,Number
تعليق,O
مصطفى,Pers
البغا,Pers
2676,Number
3,Number
1042,Number
ش,O
أخرجه,O
مسلم,Pers
في,O
القدر,O
باب,O
سقوط,O
فرض,O
الجهاد,O
عن,O
المعذورين,O
رقم,O
1898,Number
زيدا,Pers
هو,O
ابن,Pers
ثابت,Pers
الأنصاري,Pers
بكتف,O
عظم,O
عريض,O
كانوا,O
يكتبون,O
عليه,O
لقلة,O
الورق,O
ضرارته,O
ذهاب,O
بصره,O
4317,Number
4318,Number
4704,Number
2832,Number
حدثنا,O
عبد,Pers
العزيز,Pers
بن,Pers
عبد,Pers
الله,Pers
حدثنا,O
إبراهيم,Pers
بن,Pers
سعد,Pers
الزهري,Pers
قال,O
حدثني,O
صالح,Pers
بن,Pers
كيسان,Pers
عن,O
ابن,Pers
شهاب,Pers
عن,O
سهل,Pers
بن,Pers
سعد,Pers
الساعدي,Pers
أنه,O
قال,O
رأيت,O
مروان,Pers
بن,Pers
الحكم,Pers
جالسا,O
في,O
المسجد,Loc
فأقبلت,O
حتى,O
جلست,O
إلى,O
جنبه,O
فأخبرنا,O
أن,O
زيد,Pers
بن,Pers
ثابت,Pers
أخبره,O
أن,O
رسول,Prophet
الله,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
أملى,O
عليه,O
لا,O
يستوي,O
القاعدون,O
من,O
المؤمنين,O
النساء,O
95,Number
والمجاهدون,O
في,O
سبيل,O
الله,O
النساء,O
95,Number
قال,O
فجاءه,O
ابن,Pers
أم,Pers
مكتوم,Pers
وهو,O
يملها,O
علي,O
فقال,O
يا,O
رسول,Prophet
الله,Prophet
لو,O
أستطيع,O
الجهاد,O
لجاهدت,O
وكان,O
رجلا,O
أعمى,O
فأنزل,O
الله,Allah
تبارك,O
وتعالى,O
على,O
رسوله,O
صلى,O
الله,Allah
عليه,O
وسلم,O
وفخذه,O
على,O
فخذي,O
فثقلت,O
علي,O
حتى,O
خفت,O
أن,O
ترض,O
فخذي,O
ثم,O
سري,O
عنه,O
فأنزل,O
الله,Allah
عز,O
وجل,O
غير,O
أولي,O
الضرر,O
النساء,O
95,Number
تعليق,O
مصطفى,Pers
البغا,Pers
2677,Number
3,Number
1042,Number
ش,O
يملها,O
يمليها,O
أي,O
يقرؤها,O
عليه,O
ليكتبها,O
ترض,O
من,O
الرض,O
وهو,O
الدق,O
والجرش,O
سري,O
عنه,O
كشف,O
وأزيل,O
ما,O
يجده,O
من,O
ثقل,O
الوحي,O
4316,Number
باب,O
الصبر,O
عند,O
القتال,O
2833,Number
حدثني,O
عبد,Pers
الله,Pers
بن,Pers
محمد,Pers
حدثنا,O
معاوية,Pers
بن,Pers
عمرو,Pers
حدثنا,O
أبو,Pers
إسحاق,Pers
عن,O
موسى,Pers
بن,Pers
عقبة,Pers
عن,O
سالم,Pers
أبي,Pers
النضر,Pers
أن,O
عبد,Pers
الله,Pers
بن,Pers
أبي,Pers
أوفى,Pers
كتب,O
فقرأته,O
إن,O
رسول,Prophet
الله,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
قال,O
إذا,O
لقيتموهم,O
فاصبروا,O
تعليق,O
مصطفى,Pers
البغا,Pers
2678,Number
3,Number
1042,Number
ر,O
2663,Number
باب,O
التحريض,O
على,O
القتال,O
وقوله,O
تعالى,O
حرض,O
المؤمنين,O
على,O
القتال,O
الأنفال,O
65,Number
تعليق,O
مصطفى,Pers
البغا,Pers
ش,O
حرض,O
من,O
التحريض,O
وهو,O
الحث,O
على,O
الشيء,O
2834,Number
حدثنا,O
عبد,Pers
الله,Pers
بن,Pers
محمد,Pers
حدثنا,O
معاوية,Pers
بن,Pers
عمرو,Pers
حدثنا,O
أبو,Pers
إسحاق,Pers
عن,O
حميد,Pers
قال,O
سمعت,O
أنسا,Pers
رضي,O
الله,Allah
عنه,O
يقول,O
خرج,O
رسول,Prophet
الله,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
إلى,O
الخندق,O
فإذا,O
المهاجرون,Clan
والأنصار,Clan
يحفرون,O
في,O
غداة,Time
باردة,O
فلم,O
يكن,O
لهم,O
عبيد,O
يعملون,O
ذلك,O
لهم,O
فلما,O
رأى,O
ما,O
بهم,O
من,O
النصب,O
والجوع,O
قال,O
اللهم,Allah
إن,O
العيش,O
عيش,O
الآخره,O
فاغفر,O
للأنصار,Clan
والمهاجره,Clan
فقالوا,O
مجيبين,O
له,O
نحن,O
الذين,O
بايعوا,O
محمدا,Prophet
على,O
الجهاد,O
ما,O
بقينا,O
أبدا,O
تعليق,O
مصطفى,Pers
البغا,Pers
2679,Number
3,Number
1043,Number
ش,O
أخرجه,O
مسلم,Pers
في,O
القدر,O
القرآن,O
باب,O
غزوة,O
الأحزاب,O
وهي,O
الخندق,O
رقم,O
1805,Number
غداة,Time
وقت,O
الضحوة,Time
النصب,O
التعب,O
العيش,O
المعتبر,O
والباقي,O
2680,Number
2801,Number
3584,Number
3585,Number
3873,Number
3874,Number
6050,Number
6775,Number
باب,O
حفر,O
الخندق,O
2835,Number
حدثنا,O
أبو,Pers
معمر,Pers
حدثنا,O
عبد,Pers
الوارث,Pers
حدثنا,O
عبد,Pers
العزيز,Pers
عن,O
أنس,Pers
رضي,O
الله,Allah
عنه,O
قال,O
جعل,O
المهاجرون,Clan
والأنصار,Clan
يحفرون,O
الخندق,O
حول,O
المدينة,Loc
وينقلون,O
التراب,O
على,O
متونهم,O
ويقولون,O
نحن,O
الذين,O
بايعوا,O
محمدا,Prophet
على,O
الإسلام,Rlig
ما,O
بقينا,O
أبدا,O
والنبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
يجيبهم,O
ويقول,O
اللهم,Allah
إنه,O
لا,O
خير,O
إلا,O
خير,O
الآخره,O
فبارك,O
في,O
الأنصار,Clan
والمهاجره,Clan
تعليق,O
مصطفى,Pers
البغا,Pers
2680,Number
3,Number
1043,Number
ش,O
متونهم,O
ظهورهم,O
ر,O
2679,Number
2836,Number
حدثنا,O
أبو,Pers
الوليد,Pers
حدثنا,O
شعبة,Pers
عن,O
أبي,Pers
إسحاق,Pers
سمعت,O
البراء,Pers
رضي,O
الله,Allah
عنه,O
كان,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
ينقل,O
ويقول,O
لولا,O
أنت,O
ما,O
اهتدينا,O
رقم,O
الحديث,O
في,O
طبعة,O
البغا,Pers
2681,Number
3,Number
1043,Number
2837,Number
حدثنا,O
حفص,Pers
بن,Pers
عمر,Pers
حدثنا,O
شعبة,Pers
عن,O
أبي,Pers
إسحاق,Pers
عن,O
البراء,Pers
رضي,O
الله,Allah
عنه,O
قال,O
رأيت,O
رسول,Prophet
الله,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
يوم,Date
الأحزاب,Date
ينقل,O
التراب,O
وقد,O
وارى,O
التراب,O
بياض,O
بطنه,O
وهو,O
يقول,O
لولا,O
أنت,O
ما,O
اهتدينا,O
ولا,O
تصدقنا,O
ولا,O
صلينا,O
فأنزلن,O
سكينة,O
علينا,O
وثبت,O
الأقدام,O
إن,O
لاقينا,O
إن,O
الألى,O
قد,O
بغوا,O
علينا,O
إذا,O
أرادوا,O
فتنة,O
أبينا,O
تعليق,O
مصطفى,Pers
البغا,Pers
2682,Number
3,Number
1043,Number
ش,O
أخرجه,O
مسلم,Pers
في,O
القرآن,O
القرآن,O
باب,O
غزوة,O
الأحزاب,O
وهي,O
الخندق,O
رقم,O
1803,Number
وارى,O
ستر,O
وأخفى,O
السكينة,O
الطمأنينة,O
والأمن,O
لاقينا,O
الكفار,O
الألى,O
الذين,O
بغوا,O
ظلموا,O
وتعدوا,O
فتنة,O
شركا,O
أبينا,O
امتنعنا,O
2870,Number
3878,Number
3880,Number
6246,Number
6809,Number
باب,O
من,O
حبسه,O
العذر,O
عن,O
الغزو,O
2838,Number
حدثنا,O
أحمد,Pers
بن,Pers
يونس,Pers
حدثنا,O
زهير,Pers
حدثنا,O
حميد,Pers
أن,O
أنسا,Pers
حدثهم,O
قال,O
رجعنا,O
من,O
غزوة,O
تبوك,Loc
مع,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
رقم,O
الحديث,O
في,O
طبعة,O
البغا,Pers
2683,Number
3,Number
1044,Number
2839,Number
حدثنا,O
سليمان,Pers
بن,Pers
حرب,Pers
حدثنا,O
حماد,Pers
هو,O
ابن,Pers
زيد,Pers
عن,O
حميد,Pers
عن,O
أنس,Pers
رضي,O
الله,Allah
عنه,O
أن,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
كان,O
في,O
غزاة,O
فقال,O
إن,O
أقواما,O
بالمدينة,Loc
خلفنا,O
ما,O
سلكنا,O
شعبا,O
ولا,O
واديا,O
إلا,O
وهم,O
معنا,O
فيه,O
حبسهم,O
العذر,O
وقال,O
موسى,Pers
حدثنا,O
حماد,Pers
عن,O
حميد,Pers
عن,O
موسى,Pers
بن,Pers
أنس,Pers
عن,O
أبيه,Pers
قال,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
قال,O
أبو,Pers
عبد,Pers
الله,Pers
الأول,O
أصح,O
تعليق,O
مصطفى,Pers
البغا,Pers
2684,Number
3,Number
1044,Number
ش,O
شعبا,O
طريقا,O
في,O
الجبل,O
معنا,O
فيه,O
بقلوبهم,O
ونيتهم,O
فهم,O
معنا,O
في,O
الأجر,O
والثواب,O
حبسهم,O
منعهم,O
من,O
الخروج,O
العذر,O
من,O
مرض,O
أو,O
عدم,O
نفقة,O
أو,O
غير,O
ذلك,O
الأول,O
السند,O
الأول,O
الذي,O
فيه,O
حميد,Pers
عن,O
أنس,Pers
4161,Number
باب,O
فضل,O
الصوم,O
في,O
سبيل,O
الله,Allah
2840,Number
حدثنا,O
إسحاق,Pers
بن,Pers
نصر,Pers
حدثنا,O
عبد,Pers
الرزاق,Pers
أخبرنا,O
ابن,Pers
جريج,Pers
قال,O
أخبرني,O
يحيى,Pers
بن,Pers
سعيد,Pers
وسهيل,Pers
بن,Pers
أبي,Pers
صالح,Pers
أنهما,O
سمعا,O
النعمان,Pers
بن,Pers
أبي,Pers
عياش,Pers
عن,O
أبي,Pers
سعيد,Pers
الخدري,Pers
رضي,O
الله,Allah
عنه,O
قال,O
سمعت,O
النبي,Prophet
صلى,O
الله,Allah
عليه,O
وسلم,O
يقول,O
من,O
صام,O
يوما,O
في,O
سبيل,O
الله,Allah
بعد,O
الله,Allah
وجهه,O
عن,O
النار,Hell
سبعين,Number
خريفا,O
تعليق,O
مصطفى,Pers
البغا,Pers
2685,Number
3,Number
1044,Number
ش,O
أخرجه,O
مسلم,Pers
في,O
القرآن,O
باب,O
فضل,O
الصيام,O
في,O
سبيل,O
الله,Allah
لمن,O
لا,O
يطيقه,O
رقم,O
1153,Number
في,O
سبيل,O
الله,Allah
أي,O
وهو,O
في,O
الجهاد,O
أو,O
مخلصا,O
لله,Allah
تعالى,O
